Title,Date
"Pretty Little Liars: Season 1: The New Normal","5/24/13"
"Pretty Little Liars: Season 1: Je Suis Une Amie","5/24/13"
"Pretty Little Liars: Season 1: If at First You Don't Succeed, Lie, Lie Again","5/23/13"
"Pretty Little Liars: Season 1: Know Your Frenemies","5/23/13"
"Pretty Little Liars: Season 1: Salt Meets Wound","5/23/13"
"Pretty Little Liars: Season 1: Moments Later","5/23/13"
"Pretty Little Liars: Season 1: Keep Your Friends Close","5/23/13"
"Pretty Little Liars: Season 1: The Perfect Storm","5/23/13"
"Borgia: Season 1: 1492","5/21/13"
"John Dies at the End","5/21/13"
"Pretty Little Liars: Season 1: Please, Do Talk About Me When I'm Gone","5/20/13"
"Classic Doctor Who: The Three Doctors: The Three Doctors: Part 4","5/19/13"
"Classic Doctor Who: The Three Doctors: The Three Doctors: Part 3","5/19/13"
"Classic Doctor Who: The Three Doctors: The Three Doctors: Part 2","5/18/13"
"Classic Doctor Who: The Three Doctors: The Three Doctors: Part 1","5/18/13"
"Classic Doctor Who: The Aztecs: The Aztecs: Part 1","5/18/13"
"MAD: Season 1: TransBOREmores / Star Wars: the Groan Wars","5/17/13"
"Firefly: Season 1: Our Mrs. Reynolds","5/14/13"
"Phineas and Ferb: Season 2: What Do It Do? / Atlantis","5/12/13"
"The Venture Bros.: Season 1: Dia de los Dangerous!","5/5/13"
"The Venture Bros.: Season 1: The Terrible Secret of Turtle Bay","5/5/13"
"Switched at Birth: Season 2: Introducing the Miracle","4/29/13"
"Switched at Birth: Season 2: Uprising","4/28/13"
"Switched at Birth: Season 2: Tight Rope Walker","4/28/13"
"Switched at Birth: Season 2: Drive in the Knife","4/27/13"
"Adventure Time: Season 1: Slumber Party Panic","4/26/13"
"H2O: Just Add Water: Season 1: Metamorphosis","4/26/13"
"Switched at Birth: Season 2: Human/Need/Desire","4/21/13"
"Switched at Birth: Season 2: The Acquired Inability to Escape","4/21/13"
"Regular Show: Season 1: The Power","4/21/13"
"Switched at Birth: Season 2: Dressing for the Charade","4/16/13"
"Switched at Birth: Season 2: Duel Between Two Women","4/13/13"
"Switched at Birth: Season 2: The Awakening Conscience","4/13/13"
"Switched at Birth: Season 2: The Door to Freedom","4/13/13"
"Wizards of Waverly Place: Season 2: Justin's New Girlfriend","4/13/13"
"Wizards of Waverly Place: Season 2: Family Game Night","4/13/13"
"Wizards of Waverly Place: Season 2: Don't Rain On Justin's Parade -- Earth","4/13/13"
"Wizards of Waverly Place: Season 2: Hugh's Not Normous","4/13/13"
"Wizards of Waverly Place: Season 2: Fairy Tale","4/13/13"
"Wizards of Waverly Place: Season 1: Alex's Spring Fling","4/13/13"
"Steven Wright: When the Leaves Blow Away","4/8/13"
"Edward & Mrs. Simpson: The Little Prince","4/8/13"
"Switched at Birth: Season 1: Street Noises Invade the House","4/8/13"
"Switched at Birth: Season 1: The Trial","4/7/13"
"Switched at Birth: Season 1: We Are the Kraken of Our Own Sinking Ships","4/7/13"
"Switched at Birth: Season 1: The Declaration of Independence","4/7/13"
"Wizards of Waverly Place: Season 1: Credit Check","4/7/13"
"Wizards of Waverly Place: Season 1: Report Card","4/7/13"
"Wizards of Waverly Place: Season 3: Marathoner Helper","4/7/13"
"Wizards of Waverly Place: Season 3: Doll House","4/7/13"
"Wizards of Waverly Place: Season 1: Disenchanted Evening","4/7/13"
"Wizards of Waverly Place: Season 1: Potion Commotion","4/7/13"
"Wizards of Waverly Place: Season 2: Wizards vs. Vampires: Dream Date","4/7/13"
"Justice League Unlimited: Season 1: For the Man Who Has Everything","4/6/13"
"Justice League Unlimited: Season 1: Initiation","4/6/13"
"Switched at Birth: Season 1: Tree of Forgiveness","4/5/13"
"Switched at Birth: Season 1: The Shock of Being Seen","4/5/13"
"Wizards of Waverly Place: Season 3: Wizards Unleashed","4/4/13"
"Wizards of Waverly Place: Season 3: Moving On","4/4/13"
"Wizards of Waverly Place: Season 3: Uncle Ernesto","4/4/13"
"Wizards of Waverly Place: Season 3: All About You-Niverse","4/4/13"
"Wizards of Waverly Place: Season 3: Wizards vs. Finkles","4/4/13"
"Switched at Birth: Season 1: The Intruder","4/4/13"
"Wizards of Waverly Place: Season 3: Delinquent Justin","4/4/13"
"Wizards of Waverly Place: Season 3: Alex Russo, Matchmaker?","4/4/13"
"Switched at Birth: Season 1: This Is the Color of My Dreams","4/4/13"
"Wizards of Waverly Place: Season 3: Max's Secret Girlfriend","4/4/13"
"Switched at Birth: Season 1: Venus, Cupid, Folly, and Time","4/3/13"
"Switched at Birth: Season 1: The Sleep of Reason Produces Monsters","4/3/13"
"Switched at Birth: Season 1: Game On","4/3/13"
"Wizards of Waverly Place: Season 3: Dad's Buggin' Out","4/3/13"
"Wizards of Waverly Place: Season 3: Alex's Logo","4/3/13"
"Wizards of Waverly Place: Season 3: Western Show","4/3/13"
"Wizards of Waverly Place: Season 3: The Good, the Bad and the Alex","4/3/13"
"Switched at Birth: Season 1: Write a Lonely Soldier","4/3/13"
"Switched at Birth: Season 1: The Art of Painting","4/3/13"
"TEDTalks: Smart Laughs: Smart Laughs: Ze Frank's Nerdcore Comedy","4/2/13"
"Switched at Birth: Season 1: Protect Me From What I Want","4/2/13"
"Switched at Birth: Season 1: Las Dos Fridas","4/2/13"
"Switched at Birth: Season 1: Expulsion from the Garden of Eden","4/2/13"
"Switched at Birth: Season 1: Les Soeurs d'Estrées","4/2/13"
"Wizards of Waverly Place: Season 3: Third Wheel","4/1/13"
"Wizards of Waverly Place: Season 3: Eat to the Beat","4/1/13"
"Wizards of Waverly Place: Season 3: Detention Election","4/1/13"
"Wizards of Waverly Place: Season 3: Positive Alex","4/1/13"
"Switched at Birth: Season 1: Self Portrait with Bandaged Ear","3/31/13"
"Switched at Birth: Season 1: The Tempest","3/31/13"
"Switched at Birth: Season 1: Starry Night","3/31/13"
"Switched at Birth: Season 1: The Homecoming","3/29/13"
"Wizards of Waverly Place: Season 3: Wizards vs Werewolves","3/29/13"
"Wizards of Waverly Place: Season 3: Alex Charms a Boy","3/29/13"
"Switched at Birth: Season 1: Paradise Lost","3/29/13"
"Switched at Birth: Season 1: Pandora's Box","3/29/13"
"Switched at Birth: Season 1: The Stag Hunt","3/29/13"
"Garfield and Friends: Vol. 1: Bees / The 20TH Century","3/28/13"
"Switched at Birth: Season 1: The Persistence of Memory","3/28/13"
"Switched at Birth: Season 1: Dogs Playing Poker","3/28/13"
"Doomsday Book","3/27/13"
"Doctor Who: Season 3: Daleks in Manhattan","3/23/13"
"Switched at Birth: Season 1: Dance Amongst Daggers","3/23/13"
"Switched at Birth: Season 1: Portrait of My Father","3/23/13"
"Switched at Birth: Season 1: American Gothic","3/23/13"
"Switched at Birth: Season 1: This Is Not a Pipe","3/22/13"
"The King's Speech","3/19/13"
"Tin Man: Tin Man","3/17/13"
"Jim Gaffigan: Beyond the Pale","3/17/13"
"Good Luck Charlie: Season 3: Le Halloween","3/16/13"
"Good Luck Charlie: Season 3: Team Mom","3/16/13"
"Good Luck Charlie: Season 3: Teddy and the Bambino","3/16/13"
"Good Luck Charlie: Season 3: T-Wrecks","3/16/13"
"Good Luck Charlie: Season 3: Baby Steps","3/16/13"
"Good Luck Charlie: Season 3: Wentz's Weather Girl","3/16/13"
"Good Luck Charlie: Season 3: Baby's First Vacation","3/16/13"
"Good Luck Charlie: Season 3: Welcome Home","3/16/13"
"Good Luck Charlie: Season 3: Special Delivery: Pt. 2","3/16/13"
"Garfield and Friends: Vol. 1: Doggy Coat / A Bug","3/16/13"
"Garfield and Friends: Vol. 1: Jogging / Tag","3/16/13"
"Tin Man: Search for the Emerald","3/11/13"
"Wizards of Waverly Place: Season 3: Night at the Lazerama","3/11/13"
"Wizards of Waverly Place: Season 3: Three Monsters","3/11/13"
"Wizards of Waverly Place: Season 3: Monster Hunter","3/11/13"
"Wizards of Waverly Place: Season 3: Halloween","3/11/13"
"Wizards of Waverly Place: Season 3: Franken-Girl","3/11/13"
"Red Dwarf: Series 1: The End","3/3/13"
"Torchwood: Children of Earth: Children of Earth: Day Five","3/2/13"
"Torchwood: Children of Earth: Children of Earth: Day Four","3/2/13"
"Torchwood: Children of Earth: Children of Earth: Day Three","2/28/13"
"Monk: Season 4: Mr. Monk and the Astronaut","2/27/13"
"Torchwood: Children of Earth: Children of Earth: Day Two","2/26/13"
"Torchwood: Children of Earth: Children of Earth: Day One","2/26/13"
"The Man from Earth","2/25/13"
"Tin Man: Into the Storm","2/19/13"
"Agatha Christie's Poirot: Series 2: The Veiled Lady","2/11/13"
"Reaper: Season 1: Charged","2/10/13"
"Reaper: Season 1: Pilot","2/10/13"
"Good Luck Charlie: Season 3: Special Delivery: Pt. 1","2/10/13"
"The Kids in the Hall: Season 1: Episode 4","2/9/13"
"Good Luck Charlie: Season 3: Name That Baby","2/9/13"
"Good Luck Charlie: Season 3: Catch Me If You Can","2/9/13"
"Good Luck Charlie: Season 3: Dress Mess","2/9/13"
"Good Luck Charlie: Season 3: Amy Needs a Shower","2/9/13"
"Treasure Planet","2/9/13"
"Good Luck Charlie: Season 3: Bad Luck Teddy","2/9/13"
"Good Luck Charlie: Season 3: Make Room for a Baby","2/9/13"
"Garfield and Friends: Vol. 1: Pet Door / Nighty Nightmare","2/9/13"
"Garfield and Friends: Vol. 1: Dive into the Water / Wade Your Afraid","2/9/13"
"A Charlie Brown Valentine","2/9/13"
"The Kids in the Hall: Season 1: Episode 1","2/8/13"
"Kick Buttowski: Suburban Daredevil: Season 1: Dead Man's Drop / Stumped","2/8/13"
"The Decoy Bride","2/8/13"
"Jane Eyre","2/8/13"
"Emma","2/8/13"
"Doctor Who: Season 2: The Satan Pit","2/3/13"
"Doctor Who: Season 2: The Impossible Planet","2/3/13"
"Eliot Kid: The Bathroom Monster / Igor","2/2/13"
"Mission: Impossible - Ghost Protocol","2/1/13"
"Alice in Wonderland","2/1/13"
"National Geographic: Beyond the Movie: The Lord of the Rings: The Fellowship of the Ring","1/31/13"
"Bernie","1/27/13"
"Alice in Wonderland","1/26/13"
"The Adventures of Food Boy","1/25/13"
"Brian Regan: Standing Up","1/24/13"
"Iron Sky","1/23/13"
"Wizards of Waverly Place: Season 2: Wizards vs. Vampires: Tasty Bites","1/21/13"
"Wizards of Waverly Place: Season 2: Alex Does Good","1/18/13"
"Wizards of Waverly Place: Season 2: Future Harper","1/18/13"
"Tooth Fairy 2","1/18/13"
"Wizards of Waverly Place: Season 2: Art Teacher","1/18/13"
"Wizards of Waverly Place: Season 2: Helping Hand","1/18/13"
"Wizards of Waverly Place: Season 2: Fashion Week","1/18/13"
"Wizards of Waverly Place: Season 2: Graphic Novel","1/18/13"
"Raising Arizona","1/17/13"
"Batman","1/13/13"
"Wizards of Waverly Place: Season 2: Make It Happen","1/13/13"
"Wizards of Waverly Place: Season 2: Baby Cupid","1/13/13"
"Wizards of Waverly Place: Season 2: Taxi Dance","1/13/13"
"Wizards of Waverly Place: Season 2: Harper Knows","1/12/13"
"Wizards of Waverly Place: Season 2: Saving Wiz Tech: Part 2","1/12/13"
"Wizards of Waverly Place: Season 2: Saving Wiz Tech: Part 1","1/12/13"
"The Tigger Movie","1/12/13"
"Tinker Bell and the Great Fairy Rescue","1/12/13"
"Wizards of Waverly Place: Season 2: Alex's Brother Maximan","1/12/13"
"Wizards of Waverly Place: Season 2: Racing","1/12/13"
"Wizards of Waverly Place: Season 2: Smarty Pants","1/11/13"
"Wizards of Waverly Place: Season 1: Art Museum Piece","1/11/13"
"Wizards of Waverly Place: Season 1: Quinceanera","1/11/13"
"Supernatural: Season 7: Survival of the Fittest","1/7/13"
"Supernatural: Season 7: There Will Be Blood","1/6/13"
"Supernatural: Season 7: Reading is Fundamental","1/6/13"
"Wizards of Waverly Place: Season 1: Alex in the Middle","1/6/13"
"Wizards of Waverly Place: Season 1: The Supernatural","1/6/13"
"Wizards of Waverly Place: Season 1: Wizard School: Part II","1/6/13"
"Wizards of Waverly Place: Season 1: Wizard School: Part I","1/6/13"
"Wizards of Waverly Place: Season 1: Pop Me and We Both Go Down","1/5/13"
"Wizards of Waverly Place: Season 1: Movies","1/5/13"
"Wizards of Waverly Place: Season 1: Curb Your Dragon","1/5/13"
"Wizards of Waverly Place: Season 1: Alex's Choice","1/5/13"
"Wizards of Waverly Place: Season 1: You Can't Always Get What You Carpet","1/5/13"
"Wizards of Waverly Place: Season 3: Captain Jim Bob Sherwood","1/5/13"
"Tinker Bell and the Lost Treasure","1/4/13"
"Wizards of Waverly Place: Season 4: Wizards vs. Angels","1/2/13"
"Wizards of Waverly Place: Season 3: Dude Looks Like Shakira","1/2/13"
"Legally Blondes","12/30/12"
"Wizards of Waverly Place: Season 4: Dancing with Angels","12/29/12"
"Wizards of Waverly Place: Season 4: Family Wizard: Part 2","12/28/12"
"Wizards of Waverly Place: Season 4: Family Wizard: Part 1","12/28/12"
"Wizards of Waverly Place: Season 4: Harperella","12/26/12"
"Wizards of Waverly Place: Season 4: Wizards vs. Everything","12/26/12"
"Wizards of Waverly Place: Season 4: Get Along, Little Zombie","12/26/12"
"Wizards of Waverly Place: Season 4: Ghost Roommate","12/26/12"
"Wizards of Waverly Place: Season 4: Wizards in Apt. 13B","12/21/12"
"Wizards of Waverly Place: Season 4: My Two Harpers","12/21/12"
"Wizards of Waverly Place: Season 4: Alex the Puppetmaster","12/21/12"
"Being Elmo: A Puppeteer's Journey","12/17/12"
"Timecrimes","12/16/12"
"Wizards of Waverly Place: Season 4: Justin's Back In","12/16/12"
"The Search for Santa Paws","12/14/12"
"Wizards of Waverly Place: Season 4: Wizards vs. Asteroid","12/14/12"
"Pocahontas","12/14/12"
"Wizards of Waverly Place: Season 4: Misfortune at the Beach","12/14/12"
"Wizards of Waverly Place: Season 4: Wizard of the Year","12/14/12"
"Wizards of Waverly Place: Season 4: Rock Around the Clock","12/14/12"
"Wizards of Waverly Place: Season 4: Beast Tamer","12/14/12"
"Wizards of Waverly Place: Season 4: Meet the Werewolves","12/6/12"
"Wizards of Waverly Place: Season 4: Magic Unmasked","12/4/12"
"Jessie: Season 1: A Doll's Outhouse","12/2/12"
"Wizards of Waverly Place: Season 4: Zeke Finds Out","11/30/12"
"Wizards of Waverly Place: Season 4: Back to Max","11/30/12"
"Wizards of Waverly Place: Season 4: Everything's Rosie for Justin","11/30/12"
"Wizards of Waverly Place: Season 4: Daddy's Little Girl","11/30/12"
"Wizards of Waverly Place: Season 4: Three Maxes and a Little Lady","11/30/12"
"Wizards of Waverly Place: Season 4: Journey to the Center of Mason","11/29/12"
"Wizards of Waverly Place: Season 4: Alex Gives Up","11/26/12"
"Wizards of Waverly Place: Season 4: Alex Tells the World","11/26/12"
"Wizards of Waverly Place: Season 3: Wizardry Exposed","11/26/12"
"Agatha Christie's Poirot: Series 2: Peril at End House","11/25/12"
"Wizards of Waverly Place: Season 4: Lucky Charmed","11/25/12"
"Wizards of Waverly Place: Season 2: Retest","11/25/12"
"Wizards of Waverly Place: Season 2: Wizards & Vampires vs. Zombies","11/24/12"
"Wizards of Waverly Place: Season 2: Wizards vs. Vampires on Waverly Place","11/24/12"
"Wizards of Waverly Place: Season 2: Cast-Away (to Another Show)","11/24/12"
"Wizards of Waverly Place: Season 2: Wizard for a Day","11/24/12"
"The Secret of NIMH 2: Timmy to the Rescue","11/24/12"
"Good Luck Charlie: Season 2: Return to Super Adventure Land","11/24/12"
"Good Luck Charlie: Season 2: Appy Days","11/24/12"
"Monk: Season 4: Mr. Monk and the Captain's Marriage","11/24/12"
"Wizards of Waverly Place: Season 2: Paint By Committee","11/23/12"
"Pair of Kings: Season 1: Return of the Kings: Part 2","11/22/12"
"Pair of Kings: Season 1: Return of the Kings: Part 1","11/21/12"
"Ip Man","11/19/12"
"Frenemies","11/18/12"
"Yours, Mine and Ours","11/17/12"
"Drake & Josh: Season 1: Believe Me, Brother","11/16/12"
"Wizards of Waverly Place: Season 2: My Tutor, Tutor","11/16/12"
"DreamWorks Spooky Stories: Volume 2: Volume 2: Shrek: The Pig Who Cried Werewolf","11/16/12"
"DreamWorks Spooky Stories: Volume 2: Volume 2: Monsters vs. Aliens: Night of the Living Carrots","11/16/12"
"DreamWorks Spooky Stories: Volume 2: Volume 2: Play All Four: Spooky Stories: Volume 2","11/16/12"
"Spymate","11/16/12"
"The Garfield Show: Season 1: Pet Matchers / Lucky Charm","11/11/12"
"The Garfield Show: Season 1: Pup in the Pound / Odie in Love","11/11/12"
"Captain America: The First Avenger","11/10/12"
"Popatopolis","11/9/12"
"Adventureland","11/8/12"
"Torchwood: Season 2: Exit Wounds","11/4/12"
"Jessie: Season 1: We Are So Grounded","11/2/12"
"VeggieTales Classics: Larry-Boy and the Fib from Outer Space","10/27/12"
"The Girl Who Played with Fire","10/26/12"
"Reservoir Dogs","10/26/12"
"Agatha Christie's Poirot: Series 1: The King of Clubs","10/21/12"
"My Little Pony: Friendship Is Magic: Season 2: Hurricane Fluttershy","10/20/12"
"Rugrats: Season 4: Spike's Babies / Chicken Pops","10/20/12"
"Jessie: Season 1: The Kid Whisperer","10/19/12"
"Jessie: Season 1: The Secret Life of Mr. Kipling","10/19/12"
"Jessie: Season 1: Gotcha Day","10/19/12"
"Jessie: Season 1: Cattle Calls & Scary Walls","10/19/12"
"Jessie: Season 1: Tempest in a Teacup","10/19/12"
"Jessie: Season 1: Creepy Connie's Curtain Call","10/19/12"
"Jessie: Season 1: Evil Times Two","10/19/12"
"Eliot Kid: Aunt Margot / The Little Mouse","10/19/12"
"Good Luck Charlie: Season 2: Let's Potty","10/19/12"
"Jessie: Season 1: Glue Dunnit: A Sticky Situation","10/19/12"
"Jessie: Season 1: World Wide Web of Lies","10/19/12"
"Jessie: Season 1: The Princess and the Pea Brain","10/19/12"
"Eliot Kid: Wedding Impossible / Invasion of the Robot Clones","10/19/12"
"Jessie: Season 1: Romancing the Crone","10/19/12"
"Agatha Christie's Poirot: Series 1: The Third Floor Flat","10/18/12"
"Jessie: Season 1: Take the A-Train ... I Think?","10/18/12"
"Jessie: Season 1: Are You Cooler Than a 5th Grader?","10/18/12"
"Jessie: Season 1: Star Wars","10/18/12"
"Jessie: Season 1: Christmas Story","10/18/12"
"Just 4 Kicks","10/17/12"
"Jessie: Season 1: Creepy Connie Comes a Callin'","10/17/12"
"Super 8","10/17/12"
"iCarly: Season 1: iPilot","10/17/12"
"Jessie: Season 1: The Talented Mr. Kipling","10/17/12"
"Jessie: Season 1: New York, New Nanny","10/17/12"
"Jessie: Season 1: Used Karma","10/17/12"
"Avalon High","10/15/12"
"Good Luck Charlie: Season 1: Sleepless in Denver","10/13/12"
"Good Luck Charlie: Season 1: Pushing Buttons","10/13/12"
"Good Luck Charlie: Season 1: Kit and Kaboodle","10/13/12"
"Good Luck Charlie: Season 1: Take Mel Out to the Ball Game","10/13/12"
"Good Luck Charlie: Season 1: Charlie Goes Viral","10/13/12"
"Good Luck Charlie: Season 1: Boys Meet Girls","10/6/12"
"Good Luck Charlie: Season 1: Dance Off","10/6/12"
"Good Luck Charlie: Season 1: Charlie Did It!","10/6/12"
"Good Luck Charlie: Season 1: The Curious Case of Mr. Dabney","10/6/12"
"Good Luck Charlie: Season 2: Sun Show: Part 2","10/6/12"
"Good Luck Charlie: Season 1: Up a Tree","10/6/12"
"Good Luck Charlie: Season 2: Sun Show: Part 1","10/6/12"
"Good Luck Charlie: Season 1: Double Whammy","10/6/12"
"Good Luck Charlie: Season 2: P.J. in the City","10/6/12"
"Good Luck Charlie: Season 2: Monkey Business","10/6/12"
"Good Luck Charlie: Season 2: Bye Bye Video Diary","10/6/12"
"Good Luck Charlie: Season 2: Baby's New Shoes","10/6/12"
"Harriet the Spy","10/6/12"
"The Suite Life Movie","10/6/12"
"Good Luck Charlie: Season 2: Charlie Shakes It Up","10/6/12"
"Monk: Season 2: Mr. Monk Goes to Jail","10/6/12"
"Monk: Season 1: Mr. Monk Goes to the Asylum","10/5/12"
"Good Luck Charlie: Season 2: The Break Up","10/5/12"
"Good Luck Charlie: Season 2: Gabe's 12-1/2 Birthday","10/5/12"
"Good Luck Charlie: Season 2: Meet the Parents","10/5/12"
"Good Luck Charlie: Season 2: Teddy's Bear","10/5/12"
"Good Luck Charlie: Season 2: The Singin' Dancin' Duncans","10/5/12"
"Good Luck Charlie: Season 2: Battle of the Bands","10/5/12"
"Good Luck Charlie: Season 2: A L.A.R.P. in the Park","10/5/12"
"Good Luck Charlie: Season 2: Duncan Vs. Duncan","10/5/12"
"H2O: Just Add Water: Season 3: A Date with Destiny","10/5/12"
"Good Luck Charlie: Season 2: Something's Fishy","10/5/12"
"H2O: Just Add Water: Season 3: Breakaway","10/5/12"
"Good Luck Charlie: Season 2: Alley Oops","10/2/12"
"Good Luck Charlie: Season 2: Scary Had a Little Lamb","10/1/12"
"Good Luck Charlie: Season 2: Ditch Day","10/1/12"
"Good Luck Charlie: Season 2: The Bob Duncan Experience","10/1/12"
"Good Luck Charlie: Season 2: Termite Queen","10/1/12"
"Good Luck Charlie: Season 2: Amazing Gracie","10/1/12"
"Monk: Season 4: Mr. Monk and Little Monk","9/29/12"
"H2O: Just Add Water: Season 3: Valentine's Day","9/29/12"
"H2O: Just Add Water: Season 2: Unfathomable","9/28/12"
"H2O: Just Add Water: Season 2: Three's Company","9/28/12"
"H2O: Just Add Water: Season 2: Sea Change","9/28/12"
"H2O: Just Add Water: Season 2: An Then There Were Four","9/28/12"
"H2O: Just Add Water: Season 2: Reckless","9/28/12"
"Good Luck Charlie: Season 2: It's a Charlie Duncan Thanksgiving","9/28/12"
"Good Luck Charlie: Season 2: Can You Keep a Secret?","9/27/12"
"Good Luck Charlie: Season 1: Charlie in Charge","9/27/12"
"Good Luck Charlie: Season 1: Teddy Rebounds","9/27/12"
"Good Luck Charlie: Season 1: Charlie Is 1","9/27/12"
"Good Luck Charlie: Season 2: Charlie Is 2!","9/23/12"
"Good Luck Charlie: Season 1: Driving Mrs. Dabney","9/23/12"
"Good Luck Charlie: Season 1: Girl Bites Dog","9/21/12"
"Good Luck Charlie: Season 1: Butt-Dialing Duncans","9/21/12"
"The Mr. Magoo Show: Complete Collection: High & Flighty / S'No Ball Magoo / South Pacific Potluck / Masquerader Magoo / Fixit Magoo","9/21/12"
"The Mr. Magoo Show: Complete Collection: Riding Hood Magoo / Indoor Outing / Record Breakers / Magoo's Jackpot / Magoo's Bear","9/21/12"
"Good Luck Charlie: Season 1: Teddy's Broken Heart Club Band","9/21/12"
"Good Luck Charlie: Season 1: Duncans Got Talent","9/16/12"
"The Cheetah Girls","9/15/12"
"Ironclad","9/14/12"
"Monk: Season 3: Mr. Monk and the Kid","9/14/12"
"The Suite Life on Deck: Season 2: Mother of the Groom","9/9/12"
"The Suite Life on Deck: Season 2: Any Given Fantasy","9/9/12"
"The Suite Life on Deck: Season 2: The Beauty and the Fleeced","9/9/12"
"The Suite Life on Deck: Season 1: Much Ado About Nothing","9/9/12"
"Monk: Season 8: Mr. Monk is Someone Else","9/8/12"
"Monk: Season 8: Mr. Monk's Favorite Show","9/8/12"
"The Fairly OddParents: Season 2: A Mile in My Shoes / Super Bike","9/8/12"
"The Fairly OddParents: Season 2: Action Packed / Smarty Pants","9/8/12"
"The Mr. Magoo Show: Complete Collection: Dangerous Dan Magoo / Shotgun Magoo / Lady In Black /Magoo's Buggy / Three's A Crowd","9/8/12"
"The Mr. Magoo Show: Complete Collection: Insomniac Magoo / Beatnik Magoo / Magoo's Dog / Fish N' Tricks / Campaigner Magoo","9/8/12"
"Good Luck Charlie: Season 1: Blankie Go Bye-Bye","9/8/12"
"Good Luck Charlie: Season 1: Teddy's Little Helper","9/7/12"
"Good Luck Charlie: Season 1: Study Date","9/7/12"
"Monk: Season 7: Mr. Monk Fights City Hall","9/7/12"
"Star Trek: The Next Generation: Season 1: Hide and Q","9/4/12"
"Jonah: A VeggieTales Movie","9/3/12"
"The Mr. Magoo Show: Complete Collection: Who's Lion / Soft Shoe Magoo / Fox Pass / Night Club Magoo / Misguided Missle","9/2/12"
"The Mr. Magoo Show: Complete Collection: Ten Strike Magoo / Robinson Crusoe Magoo / Magoo's Caesar Solid / This Is the Life / Go West Magoo","9/2/12"
"The Mr. Magoo Show: Complete Collection: Military Magoo / Base on Bawls / Thin Skinned Divers / Mother's Little Helper / Day at the Beach","9/2/12"
"The Cheetah Girls: One World","9/1/12"
"Star Trek: The Next Generation: Season 1: The Battle","8/25/12"
"Star Trek: The Next Generation: Season 1: Lonely Among Us","8/23/12"
"Star Trek: The Next Generation: Season 1: Where No One Has Gone Before","8/23/12"
"Monk: Season 7: Mr. Monk Makes the Playoffs","8/20/12"
"The Fairly OddParents: Season 2: Boy Toy / Inspection Detection","8/20/12"
"The Fairly OddParents: Season 2: The Boys in the Band / Hex Games","8/20/12"
"The Fairly OddParents: Season 1: Christmas Every Day","8/20/12"
"The Fairly OddParents: Season 1: Dream Goat / The Same Game","8/20/12"
"DreamWorks Shrek's Swamp Stories: Volume 1: Scared Shrekless","8/20/12"
"DreamWorks Shrek's Swamp Stories: Volume 1: Far Far Away Idol","8/20/12"
"Wizards of Waverly Place: Season 2: Beware Wolf","8/20/12"
"Wizards of Waverly Place: Season 1: Justin's Little Sister","8/20/12"
"The Fairly OddParents: Season 1: Father Time / Apartnership","8/20/12"
"The Fairly OddParents: Season 1: A Wish Too Far / Tiny Timmy","8/20/12"
"The Fairly OddParents: Season 1: Chin Up / Dog's Day Afternoon","8/20/12"
"The Fairly OddParents: Season 1: Spaced Out / TransParents","8/20/12"
"The Fairly OddParents: Season 1: The Big Problem / Power Mad","8/18/12"
"The Adventures of Jimmy Neutron: Boy Genius: Season 1: Normal Boy / Birth of a Salesman","8/18/12"
"Monk: Season 8: Mr. Monk and the Voodoo Curse","8/18/12"
"Monk: Season 8: Mr. Monk Goes to Group Therapy","8/17/12"
"Monk: Season 8: Mr. Monk and Sharona","8/17/12"
"Cinnamon","8/17/12"
"Monk: Season 8: Happy Birthday, Mr. Monk","8/16/12"
"VeggieTales: A Snoodle's Tale","8/16/12"
"Sharpay's Fabulous Adventure","8/16/12"
"Monk: Season 3: Mr. Monk Meets the Godfather","8/15/12"
"Monk: Season 3: Mr. Monk and the Red Herring","8/13/12"
"Monk: Season 6: Mr. Monk Joins a Cult","8/13/12"
"Monk: Season 3: Mr. Monk Takes His Medicine","8/12/12"
"Monk: Season 8: Mr. Monk and the End: Part 2","8/7/12"
"Monk: Season 7: Mr. Monk Takes a Punch","8/5/12"
"Monk: Season 8: Mr. Monk and the End: Part 1","8/2/12"
"Monk: Season 7: Mr. Monk's Other Brother","8/1/12"
"Immortals","7/31/12"
"The Garfield Show: Season 1: High Scale / Jon's Night Out","7/30/12"
"Office Space","7/27/12"
"Monk: Season 1: Mr. Monk Meets the Red-Headed Stranger","7/27/12"
"Mike Birbiglia: What I Should Have Said Was Nothing: Tales from My Secret Public Journal","7/26/12"
"Wizards of Waverly Place: Season 1: New Employee","7/26/12"
"Matilda","7/26/12"
"Wizards of Waverly Place: Season 1: I Almost Drowned in a Chocolate Fountain","7/25/12"
"Wizards of Waverly Place: Season 1: First Kiss","7/25/12"
"Wizards of Waverly Place: Season 1: Crazy Ten Minute Sale","7/25/12"
"Dennis the Menace: Season 1: Dennis Goes to the Movies","7/25/12"
"The Iron Giant","7/24/12"
"Spy Kids","7/23/12"
"Elle: A Modern Cinderella Tale","7/23/12"
"Agatha Christie's Poirot: Series 1: Four and Twenty Blackbirds","7/21/12"
"Agatha Christie's Poirot: Series 1: The Incredible Theft","7/20/12"
"My Little Pony: Friendship Is Magic: Season 2: Hearts and Hooves Day","7/20/12"
"The Spy Next Door","7/19/12"
"Agatha Christie's Poirot: Series 1: Problem at Sea","7/16/12"
"Agatha Christie's Poirot: Series 1: The Adventure of Johnnie Waverly","7/15/12"
